"probe_id","gene_symbol","gene_name","gene_id"
"ILMN_1811820","SRRM4","serine/arginine repetitive matrix 4","84530"
"ILMN_1811823","MED25","mediator complex subunit 25","81857"
"ILMN_1811835","SLC12A5","solute carrier family 12 member 5","57468"
"ILMN_1811836","DYNC2LI1","dynein cytoplasmic 2 light intermediate chain 1","51626"
"ILMN_1811858","","",""
"ILMN_1811880","","",""
"ILMN_1811889","RAB39B","RAB39B, member RAS oncogene family","116442"
"ILMN_1811909","","",""
"ILMN_1811921","CSRP1","cysteine and glycine rich protein 1","1465"
"ILMN_1811927","OR2W3","olfactory receptor family 2 subfamily W member 3","343171"
"ILMN_1811945","","",""
"ILMN_1811954","NRG1","neuregulin 1","3084"
"ILMN_1811955","PRMT5","protein arginine methyltransferase 5","10419"
"ILMN_1811957","CAMSAP1","calmodulin regulated spectrin associated protein 1","157922"
"ILMN_1811960","","",""
"ILMN_1811966","","",""
"ILMN_1811972","MYCBP2","MYC binding protein 2, E3 ubiquitin protein ligase","23077"
"ILMN_1811984","","",""
"ILMN_1811995","FANCM","Fanconi anemia complementation group M","57697"
"ILMN_1811997","RNF115","ring finger protein 115","27246"
"ILMN_1812000","","",""
"ILMN_1812001","VASP","vasodilator-stimulated phosphoprotein","7408"
"ILMN_1812031","PALM","paralemmin","5064"
"ILMN_1812043","","",""
"ILMN_1812049","","",""
"ILMN_1812073","ATP6V1B1","ATPase H+ transporting V1 subunit B1","525"
"ILMN_1812080","PARP16","poly(ADP-ribose) polymerase family member 16","54956"
"ILMN_1812091","FAM20A","family with sequence similarity 20 member A","54757"
"ILMN_1812093","UTS2B","urotensin 2B","257313"
"ILMN_1812096","CADM4","cell adhesion molecule 4","199731"
"ILMN_1812105","","",""
"ILMN_1812112","ADAM21","ADAM metallopeptidase domain 21","8747"
"ILMN_1812118","ZNF570","zinc finger protein 570","148268"
"ILMN_1812134","EMSY","EMSY, BRCA2 interacting transcriptional repressor","56946"
"ILMN_1812139","RASSF2","Ras association domain family member 2","9770"
"ILMN_1812169","SERAC1","serine active site containing 1","84947"
"ILMN_1812191","C12orf57","chromosome 12 open reading frame 57","113246"
"ILMN_1812198","","",""
"ILMN_1812222","ZNF2","zinc finger protein 2","7549"
"ILMN_1812226","ICAM1","intercellular adhesion molecule 1","3383"
"ILMN_1812236","","",""
"ILMN_1812249","C15orf54","chromosome 15 open reading frame 54","400360"
"ILMN_1812250","","",""
"ILMN_1812254","KIF5A","kinesin family member 5A","3798"
"ILMN_1812256","GANC","glucosidase alpha, neutral C","2595"
"ILMN_1812262","DDR1","discoidin domain receptor tyrosine kinase 1","780"
"ILMN_1812278","LY9","lymphocyte antigen 9","4063"
"ILMN_1812281","ARG1","arginase 1","383"
"ILMN_1812297","CYP26B1","cytochrome P450 family 26 subfamily B member 1","56603"
"ILMN_1812299","","",""
"ILMN_1812302","RMDN2","regulator of microtubule dynamics 2","151393"
"ILMN_1812312","NDUFS4","NADH:ubiquinone oxidoreductase subunit S4","4724"
"ILMN_1812353","","",""
"ILMN_1812355","DCAF8L2","DDB1 and CUL4 associated factor 8 like 2","347442"
"ILMN_1812362","ME3","malic enzyme 3","10873"
"ILMN_1812364","","",""
"ILMN_1812392","TMSB10","thymosin beta 10","9168"
"ILMN_1812395","LARP1","La ribonucleoprotein domain family member 1","23367"
"ILMN_1812398","","",""
"ILMN_1812403","BCAP31","B-cell receptor-associated protein 31","10134"
"ILMN_1812416","ZNF705A","zinc finger protein 705A","440077"
"ILMN_1812433","HP","haptoglobin","3240"
"ILMN_1812441","FAM222B","family with sequence similarity 222 member B","55731"
"ILMN_1812452","S1PR2","sphingosine-1-phosphate receptor 2","9294"
"ILMN_1812461","WISP2","WNT1 inducible signaling pathway protein 2","8839"
"ILMN_1812473","MLLT3","MLLT3, super elongation complex subunit","4300"
"ILMN_1812474","TFG","TRK-fused gene","10342"
"ILMN_1812476","","",""
"ILMN_1812482","","",""
"ILMN_1812489","CEP85","centrosomal protein 85","64793"
"ILMN_1812503","PHKA1","phosphorylase kinase regulatory subunit alpha 1","5255"
"ILMN_1812517","FGF8","fibroblast growth factor 8","2253"
"ILMN_1812526","TGFB2","transforming growth factor beta 2","7042"
"ILMN_1812545","DMC1","DNA meiotic recombinase 1","11144"
"ILMN_1812548","GTSF1L","gametocyte specific factor 1 like","149699"
"ILMN_1812552","ACER3","alkaline ceramidase 3","55331"
"ILMN_1812557","CDK5RAP3","CDK5 regulatory subunit associated protein 3","80279"
"ILMN_1812571","RAB35","RAB35, member RAS oncogene family","11021"
"ILMN_1812578","","",""
"ILMN_1812580","YDJC","YdjC homolog (bacterial)","150223"
"ILMN_1812597","","",""
"ILMN_1812600","","",""
"ILMN_1812604","ZFP92","ZFP92 zinc finger protein","139735"
"ILMN_1812618","ARAP3","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3","64411"
"ILMN_1812620","","",""
"ILMN_1812622","NEIL1","nei like DNA glycosylase 1","79661"
"ILMN_1812640","AHR","aryl hydrocarbon receptor","196"
"ILMN_1812659","","",""
"ILMN_1812666","DNAJC15","DnaJ heat shock protein family (Hsp40) member C15","29103"
"ILMN_1812669","HTRA3","HtrA serine peptidase 3","94031"
"ILMN_1812678","AGMO","alkylglycerol monooxygenase","392636"
"ILMN_1812679","UPK1B","uroplakin 1B","7348"
"ILMN_1812688","SLC35F6","solute carrier family 35 member F6","54978"
"ILMN_1812700","LIPC","lipase C, hepatic type","3990"
"ILMN_1812701","C4orf33","chromosome 4 open reading frame 33","132321"
"ILMN_1812702","SIX1","SIX homeobox 1","6495"
"ILMN_1812726","MORF4L1","mortality factor 4 like 1","10933"
"ILMN_1812728","","",""
"ILMN_1812769","UBXN1","UBX domain protein 1","51035"
"ILMN_1812773","","",""
"ILMN_1812777","MRPL35","mitochondrial ribosomal protein L35","51318"
"ILMN_1812787","","",""
"ILMN_1812799","DSG4","desmoglein 4","147409"
"ILMN_1812805","","",""
"ILMN_1812806","","",""
"ILMN_1812824","SST","somatostatin","6750"
"ILMN_1812827","","",""
"ILMN_1812841","C8orf34","chromosome 8 open reading frame 34","116328"
"ILMN_1812850","OR1L3","olfactory receptor family 1 subfamily L member 3","26735"
"ILMN_1812856","ZSWIM1","zinc finger SWIM-type containing 1","90204"
"ILMN_1812865","","",""
"ILMN_1812867","","",""
"ILMN_1812877","ZNF688","zinc finger protein 688","146542"
"ILMN_1812898","ZNF132","zinc finger protein 132","7691"
"ILMN_1812902","CYYR1","cysteine and tyrosine rich 1","116159"
"ILMN_1812904","","",""
"ILMN_1812915","TNFRSF10B","TNF receptor superfamily member 10b","8795"
"ILMN_1812926","ANTXR2","anthrax toxin receptor 2","118429"
"ILMN_1812940","TRMT1","tRNA methyltransferase 1","55621"
"ILMN_1812946","GPR88","G protein-coupled receptor 88","54112"
"ILMN_1812949","","",""
"ILMN_1812967","CNPY3","canopy FGF signaling regulator 3","10695"
"ILMN_1812968","SOX18","SRY-box 18","54345"
"ILMN_1812970","RWDD1","RWD domain containing 1","51389"
"ILMN_1812973","RRP1B","ribosomal RNA processing 1B","23076"
"ILMN_1812976","DDX54","DEAD-box helicase 54","79039"
"ILMN_1812980","OR2H2","olfactory receptor family 2 subfamily H member 2","7932"
"ILMN_1812981","PXT1","peroxisomal, testis specific 1","222659"
"ILMN_1812988","","",""
"ILMN_1813010","VTA1","vesicle trafficking 1","51534"
"ILMN_1813021","COL4A6","collagen type IV alpha 6 chain","1288"
"ILMN_1813025","","",""
"ILMN_1813027","TRIM41","tripartite motif containing 41","90933"
"ILMN_1813028","CBX5","chromobox 5","23468"
"ILMN_1813039","","",""
"ILMN_1813055","","",""
"ILMN_1813075","ASCL4","achaete-scute family bHLH transcription factor 4","121549"
"ILMN_1813091","ARL1","ADP ribosylation factor like GTPase 1","400"
"ILMN_1813094","","",""
"ILMN_1813100","ARFGEF3","ARFGEF family member 3","57221"
"ILMN_1813104","GALNT15","polypeptide N-acetylgalactosaminyltransferase 15","117248"
"ILMN_1813114","","",""
"ILMN_1813116","","",""
"ILMN_1813117","ITGA9","integrin subunit alpha 9","3680"
"ILMN_1813120","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3","8491"
"ILMN_1813131","","",""
"ILMN_1813139","ANKDD1A","ankyrin repeat and death domain containing 1A","348094"
"ILMN_1813167","","",""
"ILMN_1813179","","",""
"ILMN_1813197","SLITRK6","SLIT and NTRK like family member 6","84189"
"ILMN_1813206","CP","ceruloplasmin (ferroxidase)","1356"
"ILMN_1813207","MRPS9","mitochondrial ribosomal protein S9","64965"
"ILMN_1813230","WSCD2","WSC domain containing 2","9671"
"ILMN_1813236","C6orf136","chromosome 6 open reading frame 136","221545"
"ILMN_1813239","","",""
"ILMN_1813243","ANAPC2","anaphase promoting complex subunit 2","29882"
"ILMN_1813256","CRIPT","CXXC repeat containing interactor of PDZ3 domain","9419"
"ILMN_1813259","","",""
"ILMN_1813260","TIMM17B","translocase of inner mitochondrial membrane 17 homolog B (yeast)","10245"
"ILMN_1813277","SUPT3H","SPT3 homolog, SAGA and STAGA complex component","8464"
"ILMN_1813280","","",""
"ILMN_1813284","","",""
"ILMN_1813296","RDH8","retinol dehydrogenase 8 (all-trans)","50700"
"ILMN_1813297","","",""
"ILMN_1813307","C1QTNF2","C1q and tumor necrosis factor related protein 2","114898"
"ILMN_1813325","PDE11A","phosphodiesterase 11A","50940"
"ILMN_1813335","","",""
"ILMN_1813338","LAG3","lymphocyte activating 3","3902"
"ILMN_1813339","","",""
"ILMN_1813341","PTGFR","prostaglandin F receptor","5737"
"ILMN_1813343","","",""
"ILMN_1813344","NDUFAF5","NADH:ubiquinone oxidoreductase complex assembly factor 5","79133"
"ILMN_1813350","HSD11B2","hydroxysteroid 11-beta dehydrogenase 2","3291"
"ILMN_1813361","ANGPTL7","angiopoietin like 7","10218"
"ILMN_1813362","","",""
"ILMN_1813374","MFSD12","major facilitator superfamily domain containing 12","126321"
"ILMN_1813379","TNFRSF9","TNF receptor superfamily member 9","3604"
"ILMN_1813381","","",""
"ILMN_1813386","CORO6","coronin 6","84940"
"ILMN_1813389","MRPS7","mitochondrial ribosomal protein S7","51081"
"ILMN_1813390","OR1C1","olfactory receptor family 1 subfamily C member 1","26188"
"ILMN_1813399","ATP2B1","ATPase plasma membrane Ca2+ transporting 1","490"
"ILMN_1813400","CBR4","carbonyl reductase 4","84869"
"ILMN_1813423","NAA60","N(alpha)-acetyltransferase 60, NatF catalytic subunit","79903"
"ILMN_1813427","","",""
"ILMN_1813434","ATP10A","ATPase phospholipid transporting 10A (putative)","57194"
"ILMN_1813450","RTP1","receptor transporter protein 1","132112"
"ILMN_1813455","SP110","SP110 nuclear body protein","3431"
"ILMN_1813475","HERC2","HECT and RLD domain containing E3 ubiquitin protein ligase 2","8924"
"ILMN_1813489","RAF1","Raf-1 proto-oncogene, serine/threonine kinase","5894"
"ILMN_1813490","FSD1","fibronectin type III and SPRY domain containing 1","79187"
"ILMN_1813503","SEMA6C","semaphorin 6C","10500"
"ILMN_1813517","DISP2","dispatched RND transporter family member 2","85455"
"ILMN_1813530","AGT","angiotensinogen","183"
"ILMN_1813544","OXCT1","3-oxoacid CoA-transferase 1","5019"
"ILMN_1813561","SCIN","scinderin","85477"
"ILMN_1813572","IL16","interleukin 16","3603"
"ILMN_1813573","SETD1B","SET domain containing 1B","23067"
"ILMN_1813581","CNR1","cannabinoid receptor 1","1268"
"ILMN_1813585","FEZF1","FEZ family zinc finger 1","389549"
"ILMN_1813604","NDUFB7","NADH:ubiquinone oxidoreductase subunit B7","4713"
"ILMN_1813620","PARP6","poly(ADP-ribose) polymerase family member 6","56965"
"ILMN_1813625","TRIM25","tripartite motif containing 25","7706"
"ILMN_1813633","","",""
"ILMN_1813639","NKAIN4","Na+/K+ transporting ATPase interacting 4","128414"
"ILMN_1813641","TOR4A","torsin family 4 member A","54863"
"ILMN_1813645","NEK11","NIMA related kinase 11","79858"
"ILMN_1813650","INPP5F","inositol polyphosphate-5-phosphatase F","22876"
"ILMN_1813657","PHF20","PHD finger protein 20","51230"
"ILMN_1813658","","",""
"ILMN_1813664","HIRA","histone cell cycle regulator","7290"
"ILMN_1813669","ANKS1A","ankyrin repeat and sterile alpha motif domain containing 1A","23294"
"ILMN_1813670","SLC25A2","solute carrier family 25 member 2","83884"
"ILMN_1813671","SLC25A1","solute carrier family 25 member 1","6576"
"ILMN_1813682","MRPL53","mitochondrial ribosomal protein L53","116540"
"ILMN_1813685","RAB29","RAB29, member RAS oncogene family","8934"
"ILMN_1813688","GKN2","gastrokine 2","200504"
"ILMN_1813690","HTR1A","5-hydroxytryptamine receptor 1A","3350"
"ILMN_1813694","","",""
"ILMN_1813695","C4B","complement component 4B (Chido blood group)","721"
"ILMN_1813701","RASAL2","RAS protein activator like 2","9462"
"ILMN_1813704","CEMIP","cell migration inducing hyaluronan binding protein","57214"
"ILMN_1813714","","",""
"ILMN_1813746","CORO2A","coronin 2A","7464"
"ILMN_1813753","PTN","pleiotrophin","5764"
"ILMN_1813763","SLC20A2","solute carrier family 20 member 2","6575"
"ILMN_1813766","RCL1","RNA terminal phosphate cyclase like 1","10171"
"ILMN_1813775","GAK","cyclin G associated kinase","2580"
"ILMN_1813776","OR4D6","olfactory receptor family 4 subfamily D member 6","219983"
"ILMN_1813796","TMEM169","transmembrane protein 169","92691"
"ILMN_1813799","DNAH9","dynein axonemal heavy chain 9","1770"
"ILMN_1813800","NUFIP1","NUFIP1, FMR1 interacting protein 1","26747"
"ILMN_1813801","","",""
"ILMN_1813823","","",""
"ILMN_1813833","NARFL","nuclear prelamin A recognition factor like","64428"
"ILMN_1813836","DARS","aspartyl-tRNA synthetase","1615"
"ILMN_1813837","SPACA9","sperm acrosome associated 9","11092"
"ILMN_1813840","KDM1A","lysine demethylase 1A","23028"
"ILMN_1813846","P2RX4","purinergic receptor P2X 4","5025"
"ILMN_1813851","GRPR","gastrin releasing peptide receptor","2925"
"ILMN_1813881","APOBEC1","apolipoprotein B mRNA editing enzyme catalytic subunit 1","339"
"ILMN_1813882","OR5B17","olfactory receptor family 5 subfamily B member 17","219965"
"ILMN_1813893","DDX43","DEAD-box helicase 43","55510"
"ILMN_1813911","HEXA","hexosaminidase subunit alpha","3073"
"ILMN_1813925","NOL3","nucleolar protein 3","8996"
"ILMN_1813936","DNAH3","dynein axonemal heavy chain 3","55567"
"ILMN_1813938","CHCHD4","coiled-coil-helix-coiled-coil-helix domain containing 4","131474"
"ILMN_1813946","CABP1","calcium binding protein 1","9478"
"ILMN_1813949","CASQ1","calsequestrin 1","844"
"ILMN_1813950","SCGB1C2","secretoglobin family 1C member 2","653486"
"ILMN_1813955","SERTAD3","SERTA domain containing 3","29946"
"ILMN_1813957","CEACAM7","carcinoembryonic antigen related cell adhesion molecule 7","1087"
"ILMN_1813964","SLC6A18","solute carrier family 6 member 18","348932"
"ILMN_1813975","ADI1","acireductone dioxygenase 1","55256"
"ILMN_1813978","","",""
"ILMN_1813998","DPPA5","developmental pluripotency associated 5","340168"
"ILMN_1814002","TEAD3","TEA domain transcription factor 3","7005"
"ILMN_1814007","","",""
"ILMN_1814009","","",""
"ILMN_1814011","","",""
"ILMN_1814015","CDH17","cadherin 17","1015"
"ILMN_1814022","NR1H3","nuclear receptor subfamily 1 group H member 3","10062"
"ILMN_1814044","CABIN1","calcineurin binding protein 1","23523"
"ILMN_1814074","PHKA2","phosphorylase kinase regulatory subunit alpha 2","5256"
"ILMN_1814077","ZFPM2","zinc finger protein, FOG family member 2","23414"
"ILMN_1814092","","",""
"ILMN_1814106","CYSRT1","cysteine rich tail 1","375791"
"ILMN_1814113","ZFR","zinc finger RNA binding protein","51663"
"ILMN_1814120","PECR","peroxisomal trans-2-enoyl-CoA reductase","55825"
"ILMN_1814122","MDC1","mediator of DNA damage checkpoint 1","9656"
"ILMN_1814151","AGR2","anterior gradient 2, protein disulphide isomerase family member","10551"
"ILMN_1814153","","",""
"ILMN_1814156","PSMB7","proteasome subunit beta 7","5695"
"ILMN_1814164","","",""
"ILMN_1814165","SSBP3","single stranded DNA binding protein 3","23648"
"ILMN_1814173","SMARCA4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","6597"
"ILMN_1814186","","",""
"ILMN_1814194","TCF4","transcription factor 4","6925"
"ILMN_1814200","BMP2K","BMP2 inducible kinase","55589"
"ILMN_1814206","HTR1B","5-hydroxytryptamine receptor 1B","3351"
"ILMN_1814208","MDM2","MDM2 proto-oncogene","4193"
"ILMN_1814213","PQLC3","PQ loop repeat containing 3","130814"
"ILMN_1814215","SCNN1G","sodium channel epithelial 1 gamma subunit","6340"
"ILMN_1814220","","",""
"ILMN_1814230","","",""
"ILMN_1814241","","",""
"ILMN_1814247","TCFL5","transcription factor like 5","10732"
"ILMN_1814256","","",""
"ILMN_1814270","LY6D","lymphocyte antigen 6 complex, locus D","8581"
"ILMN_1814282","AEN","apoptosis enhancing nuclease","64782"
"ILMN_1814296","TRPM6","transient receptor potential cation channel subfamily M member 6","140803"
"ILMN_1814304","","",""
"ILMN_1814305","SAMD9","sterile alpha motif domain containing 9","54809"
"ILMN_1814311","","",""
"ILMN_1814313","ATF6B","activating transcription factor 6 beta","1388"
"ILMN_1814315","PBXIP1","PBX homeobox interacting protein 1","57326"
"ILMN_1814353","ARGFXP2","arginine-fifty homeobox pseudogene 2","503640"
"ILMN_1814369","C21orf62","chromosome 21 open reading frame 62","56245"
"ILMN_1814397","EPB42","erythrocyte membrane protein band 4.2","2038"
"ILMN_1814429","","",""
"ILMN_1814434","","",""
"ILMN_1814443","WNT1","Wnt family member 1","7471"
"ILMN_1814464","RAMP2","receptor activity modifying protein 2","10266"
"ILMN_1814483","","",""
"ILMN_1814492","","",""
"ILMN_1814494","SEMA6D","semaphorin 6D","80031"
"ILMN_1814508","","",""
"ILMN_1814541","","",""
"ILMN_1814552","","",""
"ILMN_1814557","TRPS1","transcriptional repressor GATA binding 1","7227"
"ILMN_1814562","OR10G7","olfactory receptor family 10 subfamily G member 7","390265"
"ILMN_1814571","","",""
"ILMN_1814573","CMTR2","cap methyltransferase 2","55783"
"ILMN_1814575","","",""
"ILMN_1814579","","",""
"ILMN_1814583","CRISP3","cysteine rich secretory protein 3","10321"
"ILMN_1814589","","",""
"ILMN_1814600","DEPDC1B","DEP domain containing 1B","55789"
"ILMN_1814606","GALNT2","polypeptide N-acetylgalactosaminyltransferase 2","2590"
"ILMN_1814611","","",""
"ILMN_1814619","ZNF33A","zinc finger protein 33A","7581"
"ILMN_1814622","GIN1","gypsy retrotransposon integrase 1","54826"
"ILMN_1814629","ZC3H12B","zinc finger CCCH-type containing 12B","340554"
"ILMN_1814631","SMCP","sperm mitochondria associated cysteine rich protein","4184"
"ILMN_1814643","","",""
"ILMN_1814650","TRAPPC4","trafficking protein particle complex 4","51399"
"ILMN_1814652","NLRP5","NLR family pyrin domain containing 5","126206"
"ILMN_1814654","","",""
"ILMN_1814657","TFAP4","transcription factor AP-4","7023"
"ILMN_1814661","PHLPP1","PH domain and leucine rich repeat protein phosphatase 1","23239"
"ILMN_1814686","BCO1","beta-carotene oxygenase 1","53630"
"ILMN_1814703","ILDR2","immunoglobulin like domain containing receptor 2","387597"
